name,url,file_size,domestic_total_gross,distributor,release_date,genre,runtime,mpaa_rating,production_budget
doctorzhivago,http://www.boxofficemojo.com/movies/?id=doctorzhivago.htm,18008,"$111,721,910",MGM,"December 22, 1965",Romance,3 hrs. 17 min.,GP,N/A
projectx2011,http://www.boxofficemojo.com/movies/?id=projectx2011.htm,26058,"$54,731,865",Warner Bros.,"March 2, 2012",Comedy,1 hrs. 28 min.,R,N/A
margaret,http://www.boxofficemojo.com/movies/?id=margaret.htm,19187,"$46,495",Fox Searchlight,"September 30, 2011",Drama,N/A,R,$14 million
againstallodds,http://www.boxofficemojo.com/movies/?id=againstallodds.htm,21716,"$21,689,062",Columbia,"March 2, 1984",Romance,2 hrs. 2 min.,R,N/A
deadzone,http://www.boxofficemojo.com/movies/?id=deadzone.htm,22021,"$20,766,616",Paramount,"October 21, 1983",Horror Thriller,1 hrs. 43 min.,R,N/A
openrange,http://www.boxofficemojo.com/movies/?id=openrange.htm,24204,"$58,331,254",Buena Vista,"August 15, 2003",Western,2 hrs. 19 min.,R,$22 million
skinilivein,http://www.boxofficemojo.com/movies/?id=skinilivein.htm,19710,"$3,185,812",Sony Classics,"October 14, 2011",Foreign,2 hrs. 0 min.,R,N/A
sweettalker,http://www.boxofficemojo.com/movies/?id=sweettalker.htm,18274,"$382,510",New Line,"May 10, 1991",Unknown,1 hrs. 26 min.,PG,N/A
polarexpressimax06,http://www.boxofficemojo.com/movies/?id=polarexpressimax06.htm,20219,"$2,940,722Domestic Lifetime Gross: $186,493,472",Warner Bros.,"November 17, 2006",IMAX,1 hrs. 40 min.,G,N/A
songcatcher,http://www.boxofficemojo.com/movies/?id=songcatcher.htm,19643,"$3,059,834",Lions Gate,"June 15, 2001",Music Drama,1 hrs. 49 min.,PG-13,N/A
warhorse,http://www.boxofficemojo.com/movies/?id=warhorse.htm,24105,"$79,884,879",Buena Vista,"December 25, 2011",War,2 hrs. 26 min.,PG-13,$66 million
fatalinstinct,http://www.boxofficemojo.com/movies/?id=fatalinstinct.htm,20766,"$7,839,327",MGM,"October 29, 1993",Comedy,1 hrs. 30 min.,PG-13,N/A
fastcharlie,http://www.boxofficemojo.com/movies/?id=fastcharlie.htm,15572,"$444,334",Universal,"January 1, 1979",Unknown,1 hrs. 38 min.,PG,N/A
crank2,http://www.boxofficemojo.com/movies/?id=crank2.htm,23986,"$13,684,249",Lionsgate,"April 17, 2009",Action / Crime,1 hrs. 25 min.,R,N/A
raisingarizona,http://www.boxofficemojo.com/movies/?id=raisingarizona.htm,24705,"$22,847,564",Fox,"March 13, 1987",Crime Comedy,1 hrs. 34 min.,PG-13,N/A
towongfoo,http://www.boxofficemojo.com/movies/?id=towongfoo.htm,23768,"$36,474,193",Universal,"September 8, 1995",Comedy,1 hrs. 49 min.,PG-13,N/A
disastermovie,http://www.boxofficemojo.com/movies/?id=disastermovie.htm,24930,"$14,190,901",Lionsgate,"August 29, 2008",Comedy,1 hrs. 30 min.,PG-13,$20 million
lordofwar,http://www.boxofficemojo.com/movies/?id=lordofwar.htm,24350,"$24,149,632",Lions Gate,"September 16, 2005",Crime,2 hrs. 2 min.,R,$50 million
boyinblue,http://www.boxofficemojo.com/movies/?id=boyinblue.htm,19404,"$275,000",Fox,"January 17, 1986",Sports Drama,1 hrs. 40 min.,R,N/A
misscongeniality,http://www.boxofficemojo.com/movies/?id=misscongeniality.htm,25826,"$106,807,667",Warner Bros.,"December 22, 2000",Action Comedy,1 hrs. 49 min.,PG-13,$45 million
happynewyear,http://www.boxofficemojo.com/movies/?id=happynewyear.htm,18747,"$41,232",Columbia,"August 7, 1987",Unknown,1 hrs. 25 min.,PG,N/A
divergent,http://www.boxofficemojo.com/movies/?id=divergent.htm,30956,"$150,947,895",Lionsgate/Summit,"March 21, 2014",Action / Adventure,2 hrs. 23 min.,PG-13,$85 million
rhymeandreason,http://www.boxofficemojo.com/movies/?id=rhymeandreason.htm,19004,"$1,608,277",Miramax,"March 7, 1997",Documentary,1 hrs. 31 min.,R,N/A
tracks2014,http://www.boxofficemojo.com/movies/?id=tracks2014.htm,18610,"$510,007",Weinstein Company,"September 19, 2014",Drama,1 hrs. 42 min.,PG-13,N/A
dragonthebruceleestory,http://www.boxofficemojo.com/movies/?id=dragonthebruceleestory.htm,22524,"$35,113,743",Universal,"May 7, 1993",Action Drama,2 hrs. 0 min.,PG-13,N/A
endofdays,http://www.boxofficemojo.com/movies/?id=endofdays.htm,27525,"$66,889,043",Universal,"November 24, 1999",Action Horror,2 hrs. 1 min.,R,$100 million
soldiersstory,http://www.boxofficemojo.com/movies/?id=soldiersstory.htm,20710,"$21,821,347",Columbia,"September 14, 1984",War Drama,1 hrs. 41 min.,PG,N/A
homegrown,http://www.boxofficemojo.com/movies/?id=homegrown.htm,19882,,Sony / Columbia,"April 17, 1998",Unknown,1 hrs. 42 min.,R,N/A
firedup,http://www.boxofficemojo.com/movies/?id=firedup.htm,22857,"$17,231,291",Sony / Screen Gems,"February 20, 2009",Comedy,1 hrs. 30 min.,PG-13,$20 million
ofgodsandmen,http://www.boxofficemojo.com/movies/?id=ofgodsandmen.htm,18907,"$3,954,651",Sony Classics,"February 25, 2011",Foreign,2 hrs. 2 min.,PG-13,N/A
annaandtheking,http://www.boxofficemojo.com/movies/?id=annaandtheking.htm,23341,"$39,263,420",Fox,"December 17, 1999",Period Drama,2 hrs. 28 min.,PG-13,$92 million
ataleofloveanddarkness,http://www.boxofficemojo.com/movies/?id=ataleofloveanddarkness.htm,19205,"$572,212",Focus Features,"August 19, 2016",Drama,1 hrs. 35 min.,PG-13,N/A
goodbadandugly,http://www.boxofficemojo.com/movies/?id=goodbadandugly.htm,19562,"$25,100,000",United Artists,"December 29, 1967",Western,2 hrs. 42 min.,M,N/A
mightyaphrodite,http://www.boxofficemojo.com/movies/?id=mightyaphrodite.htm,20140,"$6,468,498",Miramax,"October 27, 1995",Romantic Comedy,1 hrs. 33 min.,R,N/A
lostandfound1999,http://www.boxofficemojo.com/movies/?id=lostandfound1999.htm,16882,"$3,223,197",Columbia,"June 22, 1979",Unknown,1 hrs. 46 min.,PG,N/A
joshandsam,http://www.boxofficemojo.com/movies/?id=joshandsam.htm,20379,"$1,640,220",Columbia,"November 24, 1993",Family Adventure,1 hrs. 37 min.,PG-13,N/A
dontbeamenacetosouthcentral,http://www.boxofficemojo.com/movies/?id=dontbeamenacetosouthcentral.htm,22402,"$20,109,115",Miramax,"January 12, 1996",Comedy,1 hrs. 29 min.,R,N/A
snowday,http://www.boxofficemojo.com/movies/?id=snowday.htm,22733,"$60,020,107",Paramount,"February 11, 2000",Family Comedy,1 hrs. 29 min.,PG,$13 million
myleftfoot,http://www.boxofficemojo.com/movies/?id=myleftfoot.htm,20842,"$14,743,391",Miramax,"November 10, 1989",Drama,1 hrs. 38 min.,R,N/A
alamala,http://www.boxofficemojo.com/movies/?id=alamala.htm,18078,"$3,629,842",Lionsgate,"February 27, 2015",Foreign,1 hrs. 39 min.,PG-13,N/A
blueiguana,http://www.boxofficemojo.com/movies/?id=blueiguana.htm,17002,"$161,398",Paramount,"April 22, 1988",Action Comedy,1 hrs. 30 min.,R,N/A
breakingdawn2,http://www.boxofficemojo.com/movies/?id=breakingdawn2.htm,43605,"$292,324,737",Lionsgate/Summit,"November 16, 2012",Romance,1 hrs. 56 min.,PG-13,$120 million
beastmaster2,http://www.boxofficemojo.com/movies/?id=beastmaster2.htm,18737,"$869,325",New Line,"August 30, 1991",Action Fantasy,1 hrs. 47 min.,PG-13,N/A
greatsantini,http://www.boxofficemojo.com/movies/?id=greatsantini.htm,17837,"$4,702,575",Warner Bros.,"October 26, 1979",Unknown,1 hrs. 56 min.,PG,N/A
dancingatlughnasa,http://www.boxofficemojo.com/movies/?id=dancingatlughnasa.htm,19505,"$2,287,818",Sony Classics,"November 13, 1998",Period Drama,1 hrs. 34 min.,PG,N/A
newlinehorror,http://www.boxofficemojo.com/movies/?id=newlinehorror.htm,27683,"$84,273,813",Warner Bros. (New Line),"October 3, 2014",Horror,1 hrs. 35 min.,R,$6.5 million
modsquad,http://www.boxofficemojo.com/movies/?id=modsquad.htm,20852,"$13,263,993",MGM,"March 26, 1999",Action,1 hrs. 40 min.,R,$50 million
jumper,http://www.boxofficemojo.com/movies/?id=jumper.htm,28597,"$80,172,128",Fox,"February 14, 2008",Fantasy,1 hrs. 30 min.,PG-13,$85 million
mortalthoughts,http://www.boxofficemojo.com/movies/?id=mortalthoughts.htm,21582,"$18,784,957",Columbia,"April 19, 1991",Drama / Thriller,1 hrs. 42 min.,R,N/A
darkknight2012,http://www.boxofficemojo.com/movies/?id=darkknight2012.htm,16532,"$1,513,086Domestic Lifetime Gross: $534,858,444",Warner Bros.,"July 19, 2012",Action / Adventure,2 hrs. 30 min.,PG-13,N/A
dotherightthing,http://www.boxofficemojo.com/movies/?id=dotherightthing.htm,21618,"$27,545,445",Universal,"June 30, 1989",Drama,2 hrs. 0 min.,R,N/A
feastofjuly,http://www.boxofficemojo.com/movies/?id=feastofjuly.htm,18512,"$293,274",Buena Vista,"October 13, 1995",Unknown,1 hrs. 56 min.,R,N/A
paparazzi,http://www.boxofficemojo.com/movies/?id=paparazzi.htm,24121,"$15,714,234",Fox,"September 3, 2004",Action,1 hrs. 24 min.,PG-13,N/A
palerider,http://www.boxofficemojo.com/movies/?id=palerider.htm,22674,"$41,410,568",Warner Bros.,"June 28, 1985",Western,1 hrs. 53 min.,R,N/A
kissbeforedying,http://www.boxofficemojo.com/movies/?id=kissbeforedying.htm,20715,"$15,429,177",Universal,"April 26, 1991",Thriller,1 hrs. 34 min.,R,N/A
snowwhite87,http://www.boxofficemojo.com/movies/?id=snowwhite87.htm,20386,"$46,594,212Domestic Lifetime Gross: $184,925,486",Buena Vista,"July 17, 1987",Animation,1 hrs. 24 min.,G,N/A
narnia,http://www.boxofficemojo.com/movies/?id=narnia.htm,48353,"$291,710,957",Buena Vista,"December 9, 2005",Fantasy,2 hrs. 12 min.,PG,$180 million
pinocchio92,http://www.boxofficemojo.com/movies/?id=pinocchio92.htm,20972,"$18,863,559Domestic Lifetime Gross: $84,254,167",Buena Vista,"June 26, 1992",Animation,1 hrs. 28 min.,G,N/A
sonofsaul,http://www.boxofficemojo.com/movies/?id=sonofsaul.htm,18884,"$1,777,043",Sony Classics,"December 18, 2015",Drama,1 hrs. 47 min.,R,N/A
brothers,http://www.boxofficemojo.com/movies/?id=brothers.htm,20949,"$27,457,409",Sony / Screen Gems,"March 23, 2001",Comedy / Drama,1 hrs. 42 min.,R,$6 million
hostel2,http://www.boxofficemojo.com/movies/?id=hostel2.htm,23891,"$17,609,452",Lionsgate,"June 8, 2007",Horror,1 hrs. 34 min.,R,$10.2 million
mannyandlo,http://www.boxofficemojo.com/movies/?id=mannyandlo.htm,18278,"$502,313",Sony Classics,"July 26, 1996",Unknown,1 hrs. 28 min.,R,N/A
twotowers2011,http://www.boxofficemojo.com/movies/?id=twotowers2011.htm,16195,"$764,607Domestic Lifetime Gross: $342,551,365",Warner Bros.,"June 21, 2011",Fantasy,N/A,PG-13,N/A
ladyandthetramp80,http://www.boxofficemojo.com/movies/?id=ladyandthetramp80.htm,16767,"$26,114,207Domestic Lifetime Gross: $93,602,326",Buena Vista,"March 7, 1980",Animation,1 hrs. 16 min.,G,N/A
megaforce,http://www.boxofficemojo.com/movies/?id=megaforce.htm,18670,"$5,675,599",Fox,"June 25, 1982",Unknown,1 hrs. 39 min.,PG,N/A
blackhawkdown,http://www.boxofficemojo.com/movies/?id=blackhawkdown.htm,32958,"$108,638,745",Sony (Revolution),"December 28, 2001",War,2 hrs. 24 min.,R,$92 million
suchalongjourney,http://www.boxofficemojo.com/movies/?id=suchalongjourney.htm,17238,,Sony / Columbia,"March 24, 2000",Unknown,1 hrs. 53 min.,Unrated,N/A
metroland,http://www.boxofficemojo.com/movies/?id=metroland.htm,18979,,Lions Gate,"April 9, 1999",Unknown,1 hrs. 39 min.,R,N/A
everylittlestep,http://www.boxofficemojo.com/movies/?id=everylittlestep.htm,20344,"$1,725,141",Sony Classics,"April 17, 2009",Documentary,1 hrs. 36 min.,PG-13,N/A
covenant,http://www.boxofficemojo.com/movies/?id=covenant.htm,24310,"$23,380,495",Sony / Screen Gems,"September 8, 2006",Horror,1 hrs. 37 min.,PG-13,N/A
todiefor,http://www.boxofficemojo.com/movies/?id=todiefor.htm,22662,"$21,284,514",Sony / Columbia,"September 29, 1995",Crime Comedy,1 hrs. 43 min.,R,N/A
wattstax,http://www.boxofficemojo.com/movies/?id=wattstax.htm,18262,,Sony Repertory,"June 6, 2003",Unknown,1 hrs. 38 min.,R,N/A
skindeep,http://www.boxofficemojo.com/movies/?id=skindeep.htm,21176,"$19,674,852",Fox,"March 3, 1989",Comedy,1 hrs. 37 min.,R,N/A
andnowladiesandgentlemen,http://www.boxofficemojo.com/movies/?id=andnowladiesandgentlemen.htm,20056,"$736,872",Paramount Classics,"August 1, 2003",Romance,2 hrs. 6 min.,PG-13,N/A
crookedhearts,http://www.boxofficemojo.com/movies/?id=crookedhearts.htm,17007,"$30,964",MGM,"May 31, 1991",Drama,1 hrs. 52 min.,R,N/A
seriousman,http://www.boxofficemojo.com/movies/?id=seriousman.htm,22674,"$9,228,768",Focus Features,"October 2, 2009",Comedy,1 hrs. 45 min.,R,N/A
palmetto,http://www.boxofficemojo.com/movies/?id=palmetto.htm,20558,"$5,878,911",Sony / Columbia,"February 20, 1998",Crime Thriller,1 hrs. 54 min.,R,N/A
84charingcrossroad,http://www.boxofficemojo.com/movies/?id=84charingcrossroad.htm,19233,"$1,083,486",Columbia,"February 13, 1987",Unknown,1 hrs. 40 min.,PG,N/A
manhattanproject,http://www.boxofficemojo.com/movies/?id=manhattanproject.htm,19491,"$3,900,000",Fox,"June 13, 1986",Unknown,1 hrs. 57 min.,PG-13,N/A
breakfastonpluto,http://www.boxofficemojo.com/movies/?id=breakfastonpluto.htm,21953,"$828,699",Sony Classics,"November 16, 2005",Comedy / Drama,2 hrs. 15 min.,R,N/A
cityofangels,http://www.boxofficemojo.com/movies/?id=cityofangels.htm,24872,"$78,685,114",Warner Bros.,"April 10, 1998",Romance,1 hrs. 54 min.,PG-13,N/A
princessdiaries,http://www.boxofficemojo.com/movies/?id=princessdiaries.htm,27089,"$108,248,956",Buena Vista,"August 3, 2001",Family Comedy,1 hrs. 54 min.,G,$26 million
rebound,http://www.boxofficemojo.com/movies/?id=rebound.htm,24342,"$16,809,014",Fox,"July 1, 2005",Comedy,1 hrs. 43 min.,PG,$33.1 million
hexed,http://www.boxofficemojo.com/movies/?id=hexed.htm,19518,"$2,786,807",Columbia,"January 22, 1993",Comedy,1 hrs. 33 min.,R,N/A
hitch,http://www.boxofficemojo.com/movies/?id=hitch.htm,35533,"$179,495,555",Sony / Columbia,"February 11, 2005",Romantic Comedy,1 hrs. 55 min.,PG-13,$70 million
ohheavenlydog,http://www.boxofficemojo.com/movies/?id=ohheavenlydog.htm,18047,"$6,216,067",Fox,"July 11, 1980",Unknown,1 hrs. 43 min.,PG,N/A
scoobydoo2,http://www.boxofficemojo.com/movies/?id=scoobydoo2.htm,31607,"$84,216,833",Warner Bros.,"March 26, 2004",Family Adventure,1 hrs. 27 min.,PG,N/A
copsandrobbersons,http://www.boxofficemojo.com/movies/?id=copsandrobbersons.htm,20082,"$11,391,093",TriStar,"April 15, 1994",Action Comedy,1 hrs. 33 min.,PG,N/A
super8,http://www.boxofficemojo.com/movies/?id=super8.htm,28044,"$127,004,179",Paramount,"June 10, 2011",Sci-Fi,1 hrs. 52 min.,PG-13,$50 million
billymadison,http://www.boxofficemojo.com/movies/?id=billymadison.htm,24045,"$25,588,734",Universal,"February 10, 1995",Comedy,1 hrs. 28 min.,PG-13,$10 million
newintown,http://www.boxofficemojo.com/movies/?id=newintown.htm,24129,"$16,734,283",Lionsgate,"January 30, 2009",Romantic Comedy,1 hrs. 36 min.,PG,N/A
daddyshome,http://www.boxofficemojo.com/movies/?id=daddyshome.htm,27543,"$150,357,137",Paramount,"December 25, 2015",Comedy,1 hrs. 36 min.,PG-13,N/A
ghost,http://www.boxofficemojo.com/movies/?id=ghost.htm,30470,"$217,631,306",Paramount,"July 13, 1990",Romance,2 hrs. 8 min.,PG-13,$22 million
timeofdestiny,http://www.boxofficemojo.com/movies/?id=timeofdestiny.htm,19094,"$1,212,487",Columbia,"April 22, 1988",Unknown,1 hrs. 58 min.,PG-13,N/A
snowangels,http://www.boxofficemojo.com/movies/?id=snowangels.htm,20954,"$402,858",Warner Independent,"March 7, 2008",Drama,1 hrs. 46 min.,R,N/A
beautyshop,http://www.boxofficemojo.com/movies/?id=beautyshop.htm,25081,"$36,351,350",MGM,"March 30, 2005",Comedy,1 hrs. 45 min.,PG-13,N/A
takingwoodstock,http://www.boxofficemojo.com/movies/?id=takingwoodstock.htm,22114,"$7,460,204",Focus Features,"August 26, 2009",Comedy,2 hrs. 1 min.,R,$30 million
jewelofthenile,http://www.boxofficemojo.com/movies/?id=jewelofthenile.htm,23904,"$75,973,200",Fox,"December 13, 1985",Adventure,1 hrs. 55 min.,PG,N/A
ratchetandclank,http://www.boxofficemojo.com/movies/?id=ratchetandclank.htm,23297,"$8,821,329",Focus Features,"April 29, 2016",Animation,1 hrs. 34 min.,PG,N/A
redviolin,http://www.boxofficemojo.com/movies/?id=redviolin.htm,19994,"$9,495,408",Lions Gate,"November 6, 1998",Drama,2 hrs. 10 min.,R,$18 million
frankenstein2014,http://www.boxofficemojo.com/movies/?id=frankenstein2014.htm,23442,"$5,775,076",Fox,"November 25, 2015",Drama,1 hrs. 49 min.,PG-13,N/A
aliens,http://www.boxofficemojo.com/movies/?id=aliens.htm,28312,"$85,160,248",Fox,"July 18, 1986",Sci-Fi Horror,2 hrs. 17 min.,R,N/A
girlinterrupted,http://www.boxofficemojo.com/movies/?id=girlinterrupted.htm,24535,"$28,912,646",Sony / Columbia,"December 21, 1999",Drama,2 hrs. 7 min.,R,$40 million
grossanatomy,http://www.boxofficemojo.com/movies/?id=grossanatomy.htm,19443,"$11,604,598",Buena Vista,"October 20, 1989",Unknown,1 hrs. 49 min.,PG-13,N/A
arachnophobia,http://www.boxofficemojo.com/movies/?id=arachnophobia.htm,21515,"$53,208,180",Buena Vista,"July 20, 1990",Horror Comedy,1 hrs. 49 min.,PG-13,N/A
buffalosoldiers,http://www.boxofficemojo.com/movies/?id=buffalosoldiers.htm,20476,"$354,421",Miramax,"July 25, 2003",Unknown,1 hrs. 38 min.,R,$15 million
airbud,http://www.boxofficemojo.com/movies/?id=airbud.htm,20368,"$23,144,499",Buena Vista,"August 1, 1997",Family,1 hrs. 38 min.,PG,N/A
firstdaughter,http://www.boxofficemojo.com/movies/?id=firstdaughter.htm,24384,"$9,055,921",Fox,"September 24, 2004",Romantic Comedy,1 hrs. 45 min.,PG,N/A
justakiss,http://www.boxofficemojo.com/movies/?id=justakiss.htm,19286,"$64,389",Paramount Classics,"September 27, 2002",Romantic Comedy,1 hrs. 29 min.,R,N/A
leapyear,http://www.boxofficemojo.com/movies/?id=leapyear.htm,23348,"$25,918,920",Universal,"January 8, 2010",Romantic Comedy,1 hrs. 37 min.,PG,$19 million
divingbellandthebutterfly,http://www.boxofficemojo.com/movies/?id=divingbellandthebutterfly.htm,21435,"$6,003,227",Miramax,"November 30, 2007",Drama,1 hrs. 52 min.,PG-13,N/A
mi2,http://www.boxofficemojo.com/movies/?id=mi2.htm,38622,"$215,409,889",Paramount,"May 24, 2000",Action,2 hrs. 3 min.,PG-13,$125 million
defenseless,http://www.boxofficemojo.com/movies/?id=defenseless.htm,19807,"$6,413,375",New Line,"August 23, 1991",Thriller,1 hrs. 46 min.,R,N/A
derailed,http://www.boxofficemojo.com/movies/?id=derailed.htm,25803,"$36,024,076",Weinstein Company,"November 11, 2005",Thriller,1 hrs. 46 min.,R,$22 million
lastholiday,http://www.boxofficemojo.com/movies/?id=lastholiday.htm,24883,"$38,399,961",Paramount,"January 13, 2006",Comedy / Drama,1 hrs. 52 min.,PG-13,$45 million
blankman,http://www.boxofficemojo.com/movies/?id=blankman.htm,22004,"$7,941,977",Columbia,"August 19, 1994",Fantasy Comedy,1 hrs. 36 min.,PG-13,N/A
woods2016,http://www.boxofficemojo.com/movies/?id=woods2016.htm,24774,"$20,777,061",Lionsgate,"September 16, 2016",Horror,1 hrs. 30 min.,R,$5 million
poohsheffalumpmovie,http://www.boxofficemojo.com/movies/?id=poohsheffalumpmovie.htm,25936,"$18,098,433",Buena Vista,"February 11, 2005",Animation,1 hrs. 8 min.,G,$20 million
bingo,http://www.boxofficemojo.com/movies/?id=bingo.htm,19557,"$8,667,684",TriStar,"August 9, 1991",Family Comedy,1 hrs. 29 min.,PG,N/A
stillalice,http://www.boxofficemojo.com/movies/?id=stillalice.htm,21832,"$18,754,371",Sony Classics,"January 16, 2015",Drama,1 hrs. 41 min.,PG-13,$5 million
cowboyway,http://www.boxofficemojo.com/movies/?id=cowboyway.htm,21598,"$20,280,016",Universal,"June 3, 1994",Action Comedy,1 hrs. 47 min.,PG-13,N/A
daddydaycamp,http://www.boxofficemojo.com/movies/?id=daddydaycamp.htm,23878,"$13,235,267",Sony (Revolution),"August 8, 2007",Family Comedy,1 hrs. 33 min.,PG,N/A
bodyoflies,http://www.boxofficemojo.com/movies/?id=bodyoflies.htm,25134,"$39,394,666",Warner Bros.,"October 10, 2008",Drama / Thriller,2 hrs. 8 min.,R,$70 million
loadedweapon1,http://www.boxofficemojo.com/movies/?id=loadedweapon1.htm,22698,"$27,979,399",New Line,"February 5, 1993",Action Comedy,1 hrs. 22 min.,PG-13,N/A
charliesangels,http://www.boxofficemojo.com/movies/?id=charliesangels.htm,32073,"$125,305,545",Sony / Columbia,"November 3, 2000",Action Comedy,1 hrs. 38 min.,PG-13,$93 million
child,http://www.boxofficemojo.com/movies/?id=child.htm,20189,"$651,941",Sony Classics,"March 24, 2006",Foreign,1 hrs. 40 min.,R,N/A
citybythesea,http://www.boxofficemojo.com/movies/?id=citybythesea.htm,23191,"$22,448,879",Warner Bros.,"September 6, 2002",Crime Drama,1 hrs. 48 min.,R,$40 million
fromhell,http://www.boxofficemojo.com/movies/?id=fromhell.htm,25403,"$31,602,566",Fox,"October 19, 2001",Period Horror,2 hrs. 2 min.,R,$35 million
oneday,http://www.boxofficemojo.com/movies/?id=oneday.htm,22599,"$13,843,771",Focus Features,"August 19, 2011",Romance,1 hrs. 47 min.,PG-13,$15 million
playmistyforme,http://www.boxofficemojo.com/movies/?id=playmistyforme.htm,16595,"$10,600,000",Universal,"November 12, 1971",Thriller,1 hrs. 45 min.,R,N/A
lesvisiteurs,http://www.boxofficemojo.com/movies/?id=lesvisiteurs.htm,16692,"$659,810",Miramax,"July 12, 1996",Foreign,N/A,R,N/A
onceuponatimeinamerica,http://www.boxofficemojo.com/movies/?id=onceuponatimeinamerica.htm,21846,"$5,321,508",Warner Bros.,"June 1, 1984",Unknown,3 hrs. 49 min.,R,N/A
delicatessen,http://www.boxofficemojo.com/movies/?id=delicatessen.htm,20460,"$1,794,187",Miramax,"April 3, 1992",Foreign,1 hrs. 39 min.,R,N/A
trollincentralpark,http://www.boxofficemojo.com/movies/?id=trollincentralpark.htm,17974,"$71,368",Warner Bros.,"October 7, 1994",Animation,1 hrs. 16 min.,G,N/A
nadine,http://www.boxofficemojo.com/movies/?id=nadine.htm,20431,"$5,669,831",TriStar,"August 7, 1987",Unknown,1 hrs. 23 min.,PG,N/A
lastemperor,http://www.boxofficemojo.com/movies/?id=lastemperor.htm,22698,"$43,984,230",Columbia,"November 20, 1987",Period Drama,3 hrs. 39 min.,PG-13,N/A
animal,http://www.boxofficemojo.com/movies/?id=animal.htm,23282,"$57,743,062",Sony (Revolution),"June 1, 2001",Comedy,1 hrs. 23 min.,PG-13,$47 million
ilpostino,http://www.boxofficemojo.com/movies/?id=ilpostino.htm,20361,"$21,848,932",Miramax,"June 16, 1995",Foreign,1 hrs. 48 min.,PG,N/A
coupedeville,http://www.boxofficemojo.com/movies/?id=coupedeville.htm,19171,"$715,983",Universal,"March 9, 1990",Comedy,1 hrs. 39 min.,PG-13,N/A
fifthelement,http://www.boxofficemojo.com/movies/?id=fifthelement.htm,26325,"$63,820,180Domestic Lifetime Gross: $63,820,180",Sony / Columbia,"May 9, 1997",Sci-Fi Action,2 hrs. 6 min.,PG-13,N/A
majorleague,http://www.boxofficemojo.com/movies/?id=majorleague.htm,23692,"$49,797,148",Paramount,"April 7, 1989",Sports Comedy,1 hrs. 47 min.,R,N/A
cityofghosts,http://www.boxofficemojo.com/movies/?id=cityofghosts.htm,19832,"$357,197",United Artists,"April 25, 2003",Unknown,1 hrs. 56 min.,R,N/A
gotcha,http://www.boxofficemojo.com/movies/?id=gotcha.htm,20094,"$10,806,919",Universal,"May 3, 1985",Unknown,1 hrs. 41 min.,PG-13,N/A
jessejames,http://www.boxofficemojo.com/movies/?id=jessejames.htm,23935,"$3,909,149",Warner Bros.,"September 21, 2007",Western,2 hrs. 40 min.,R,$30 million
purplehearts,http://www.boxofficemojo.com/movies/?id=purplehearts.htm,16995,"$2,075,282",Warner Bros.,"March 30, 1984",Unknown,1 hrs. 55 min.,R,N/A
magicmike2,http://www.boxofficemojo.com/movies/?id=magicmike2.htm,25588,"$66,013,057",Warner Bros.,"July 1, 2015",Comedy / Drama,1 hrs. 55 min.,R,$14.8 million
babepiginthecity,http://www.boxofficemojo.com/movies/?id=babepiginthecity.htm,25448,"$18,319,860",Universal,"November 25, 1998",Family Adventure,1 hrs. 30 min.,G,$90 million
freshhorses,http://www.boxofficemojo.com/movies/?id=freshhorses.htm,19934,"$6,640,346",Columbia,"November 18, 1988",Unknown,1 hrs. 42 min.,PG-13,N/A
whitepalace,http://www.boxofficemojo.com/movies/?id=whitepalace.htm,22231,"$17,487,531",Universal,"October 19, 1990",Romance,1 hrs. 43 min.,R,N/A
slingblade,http://www.boxofficemojo.com/movies/?id=slingblade.htm,21819,"$24,444,121",Miramax,"November 29, 1996",Drama,2 hrs. 15 min.,R,"$1,000,000"
townies,http://www.boxofficemojo.com/movies/?id=townies.htm,29599,"$150,157,400",Universal,"May 9, 2014",Comedy,1 hrs. 36 min.,R,$18 million
stardom,http://www.boxofficemojo.com/movies/?id=stardom.htm,17052,"$10,886",Lions Gate,"October 27, 2000",Comedy,1 hrs. 40 min.,R,N/A
lolaversus,http://www.boxofficemojo.com/movies/?id=lolaversus.htm,18947,"$252,603",Fox Searchlight,"June 8, 2012",Comedy,1 hrs. 29 min.,R,N/A
tradingplaces,http://www.boxofficemojo.com/movies/?id=tradingplaces.htm,26693,"$90,404,800",Paramount,"June 10, 1983",Comedy,1 hrs. 58 min.,R,N/A
evolution,http://www.boxofficemojo.com/movies/?id=evolution.htm,24527,"$38,345,494",DreamWorks,"June 8, 2001",Sci-Fi Comedy,1 hrs. 42 min.,PG-13,$80 million
unforgettable,http://www.boxofficemojo.com/movies/?id=unforgettable.htm,20780,"$2,821,671",MGM,"February 23, 1996",Thriller,1 hrs. 56 min.,R,N/A
starwars6se,http://www.boxofficemojo.com/movies/?id=starwars6se.htm,24802,"$45,470,437Domestic Lifetime Gross: $309,306,177",Fox,"March 14, 1997",Sci-Fi Fantasy,2 hrs. 15 min.,PG,N/A
grayladydown,http://www.boxofficemojo.com/movies/?id=grayladydown.htm,15944,"$5,438,927",Universal,"January 1, 1978",Unknown,1 hrs. 51 min.,PG,N/A
vanishingpoint,http://www.boxofficemojo.com/movies/?id=vanishingpoint.htm,15988,"$12,442,673",Fox,"March 10, 1971",Action Drama,1 hrs. 38 min.,GP,N/A
